frame,time_s,track_id,height_px,dh_dt,ttc,r_squared,history_length,alert,score,iou
39,1.52,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
40,1.56,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
41,1.6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
42,1.64,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
43,1.68,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
44,1.72,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
45,1.76,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
46,1.8,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
47,1.84,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
48,1.88,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
49,1.92,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
50,1.96,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
51,2.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
52,2.04,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
53,2.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
54,2.12,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
55,2.16,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
56,2.2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
57,2.24,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
58,2.28,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
59,2.32,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
60,2.36,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
61,2.4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
62,2.44,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
63,2.48,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
64,2.52,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
65,2.56,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
66,2.6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
67,2.64,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
68,2.68,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
69,2.72,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
70,2.76,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
71,2.8,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
72,2.84,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
73,2.88,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
74,2.92,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
75,2.96,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
76,3.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
77,3.04,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
78,3.08,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
79,3.12,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
80,3.16,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
81,3.2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
82,3.24,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
83,3.28,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
84,3.32,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
85,3.36,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
86,3.4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
87,3.44,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
88,3.48,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
89,3.52,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
90,3.56,1,70.96189880371094,,0.0,,1,False,0.4123615324497223,0.0
91,3.6,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
92,3.64,1,71.23234558105469,,0.0,,2,False,0.4168109595775604,0.914209246635437
93,3.68,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
94,3.72,1,71.74278259277344,,0.0,,3,False,0.42067527770996094,0.9726662039756775
95,3.76,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
96,3.8,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
97,3.84,1,77.74861145019531,,0.0,,4,False,0.42542463541030884,0.8495244979858398
98,3.88,1,76.86215209960938,22.69676242555895,3.38648088473863,0.8429078992909095,5,False,0.4221707284450531,0.9784079790115356
99,3.92,1,76.33987426757812,23.586463928222766,3.2365968251914357,0.8093757751357429,5,False,0.429892897605896,0.954522430896759
100,3.96,1,77.36477661132812,21.66623169521111,0.0,0.6661666780027165,5,False,0.42681246995925903,0.9647547006607056
101,4.0,1,79.00148010253906,7.520904541015585,0.0,0.221788552887615,5,False,0.42922428250312805,0.97421795129776
102,4.04,1,78.72863006591797,15.986404418945202,0.0,0.7561116238196155,5,False,0.4370567500591278,0.9349032044410706
103,4.08,1,77.4038314819336,8.729419708251912,0.0,0.25512359690342845,5,False,0.4485667049884796,0.9443041086196899
104,4.12,1,77.6384048461914,-2.6259803771974064,0.0,0.04559602608971047,5,False,0.4769873023033142,0.8954727649688721
105,4.16,1,76.93965911865234,-13.034667968749995,0.0,0.8691316570861779,5,False,0.464851975440979,0.9609527587890625
106,4.2,1,77.99649047851562,-4.821128845214981,0.0,0.20580167228514656,5,False,0.5038847327232361,0.9657068848609924
107,4.24,1,77.7149658203125,2.4508857727050035,0.0,0.15313263385596065,5,False,0.5051068663597107,0.9676463007926941
108,4.28,1,76.96411895751953,-1.4331626892091947,0.0,0.036479065244546804,5,False,0.4923821687698364,0.9299152493476868
109,4.32,1,77.36426544189453,-0.45789718627940734,0.0,0.003909456383503596,5,False,0.5044063329696655,0.9642577171325684
110,4.36,1,78.75111389160156,2.8963661193847345,0.0,0.07333472689577081,5,False,0.5220661163330078,0.9665747880935669
111,4.4,1,77.51575469970703,3.4714317321776553,0.0,0.10795546062017891,5,False,0.49945592880249023,0.9086419939994812
112,4.44,1,77.60467529296875,3.581504821777309,0.0,0.11503526793964813,5,False,0.4967961013317108,0.983306348323822
113,4.48,1,79.63336944580078,8.479423522949105,0.0,0.29681051700622374,5,False,0.5397918224334717,0.9546012282371521
114,4.52,1,81.002197265625,16.54945373535144,0.0,0.5111439552610791,5,False,0.5261186361312866,0.937680721282959
115,4.56,1,81.28311920166016,27.330627441406097,2.9740670746005504,0.9235378317840569,5,False,0.5678854584693909,0.9488456845283508
116,4.6,1,82.66181945800781,29.41009521484384,2.8106614022890617,0.9444612474831628,5,False,0.5644171237945557,0.9224480390548706
117,4.64,1,81.11446380615234,11.554527282714888,0.0,0.46176357767489984,5,False,0.5554574131965637,0.8896749019622803
118,4.68,1,83.46485137939453,11.891632080078077,0.0,0.46818531277839504,5,False,0.5434487462043762,0.8916482329368591
119,4.72,1,83.35928344726562,12.388401031494176,0.0,0.4891557115125119,5,False,0.5782558917999268,0.9478521347045898
120,4.76,1,85.70580291748047,20.83196640014641,0.0,0.631522455913716,5,False,0.5646453499794006,0.921118438243866
121,4.8,1,85.73670196533203,28.713569641113217,2.9859297550580703,0.8869722646393428,5,False,0.5815986394882202,0.9561929106712341
122,4.84,1,87.03926849365234,23.815631866454957,3.654711702873179,0.8871421292390684,5,False,0.5794560313224792,0.9132066369056702
123,4.88,1,85.61035919189453,14.58904266357415,0.0,0.4822135684538068,5,False,0.5775558352470398,0.9341845512390137
124,4.92,1,86.700927734375,4.659767150878766,0.0,0.1981505477346277,5,False,0.5473957657814026,0.9259462952613831
125,4.96,1,84.62158966064453,-6.421413421630825,0.0,0.17949597268096507,5,False,0.5794300436973572,0.9000036120414734
126,5.0,1,87.28140258789062,-1.2612533569336457,0.0,0.005140884787255828,5,False,0.5628540515899658,0.9038950800895691
127,5.04,1,84.92354583740234,-1.9828796386719176,0.0,0.012109032296942712,5,False,0.5880846977233887,0.9116510152816772
128,5.08,1,87.25050354003906,3.5027694702148313,0.0,0.029588097566761062,5,False,0.5771958231925964,0.9080044627189636
129,5.12,1,86.33168029785156,8.473205566406168,0.0,0.18115461363580376,5,False,0.5775838494300842,0.9323119521141052
130,5.16,1,87.09738159179688,2.6002311706542782,0.0,0.02694592106042215,5,False,0.609181821346283,0.8938041925430298
131,5.2,1,87.45718383789062,12.285385131835852,0.0,0.5632958059797802,5,False,0.5603843331336975,0.9230025410652161
132,5.24,1,89.72259521484375,15.174217224120879,0.0,0.5663280204922032,5,False,0.5810636878013611,0.929844081401825
133,5.28,1,89.11543273925781,20.481796264648192,4.35095787438683,0.8297787962733549,5,False,0.5808026194572449,0.9471536874771118
134,5.32,1,88.5631103515625,11.474266052246072,0.0,0.4322854097841735,5,False,0.629490077495575,0.9412137866020203
135,5.36,1,89.14092254638672,5.519981384277154,0.0,0.16660736907948148,5,False,0.6143272519111633,0.963082492351532
136,5.4,1,89.85125732421875,0.7070350646972976,0.0,0.007388308340312455,5,False,0.5622707009315491,0.9528623819351196
137,5.44,1,89.640625,5.846328735351574,0.0,0.5387013012659452,5,False,0.6123998761177063,0.908648669719696
138,5.48,1,90.46253967285156,10.746402740478597,8.417936853613842,0.892071462245431,5,False,0.6148613691329956,0.9266179800033569
139,5.52,1,90.08909606933594,6.269073486327866,0.0,0.6428721071675383,5,False,0.6293521523475647,0.9113949537277222
140,5.56,1,91.20909881591797,7.910385131835888,0.0,0.6581275776797021,5,False,0.6198922395706177,0.9045407772064209
141,5.6,1,91.51568603515625,11.24170303344709,8.1407315033027,0.8395588684007724,5,False,0.6365568041801453,0.9319726824760437
142,5.64,1,90.54596710205078,3.9836120605468537,0.0,0.18710111953515896,5,False,0.632378876209259,0.9735498428344727
143,5.68,1,91.92793273925781,7.53635406494128,0.0,0.414944635526186,5,False,0.6305897831916809,0.9617710709571838
144,5.72,1,90.61471557617188,-1.9412994384766882,0.0,0.043287280850110466,5,False,0.6289894580841064,0.9239988923072815
145,5.76,1,90.14161682128906,-6.698474884033271,0.0,0.32551160933591927,5,False,0.6253563165664673,0.9298955798149109
146,5.8,1,91.7413330078125,1.5110397338866919,0.0,0.014601740593654489,5,False,0.6464592814445496,0.9559357166290283
147,5.84,1,90.5556640625,-4.044799804687658,0.0,0.10498948827290944,5,False,0.6521236300468445,0.9833123683929443
148,5.88,1,90.65505981445312,1.236839294433619,0.0,0.017265959243855766,5,False,0.6866083741188049,0.9646744132041931
149,5.92,1,89.95657348632812,-3.6408996582031565,0.0,0.10982463559954092,5,False,0.6824110150337219,0.9264530539512634
150,5.96,1,92.83489990234375,3.970108032226561,0.0,0.04839513837166831,5,False,0.6736525893211365,0.9237321019172668
151,6.0,1,94.84977722167969,26.92016601562498,0.0,0.6974403349113829,5,False,0.6624389886856079,0.96241694688797
152,6.04,1,95.5335922241211,36.62567138671881,2.6083779110944425,0.8812439183719036,5,False,0.6671907305717468,0.9805182218551636
153,6.08,2,82.65812683105469,,0.0,,1,False,0.7064621448516846,0.0
153,6.08,1,95.7109146118164,35.51843643188471,2.694682655734734,0.8604093677760838,5,False,0.687946617603302,0.9509484171867371
154,6.12,2,81.26483917236328,,0.0,,2,False,0.7099297642707825,0.8842822313308716
154,6.12,1,93.90864562988281,7.521572113037136,0.0,0.15724830858220518,5,False,0.6733495593070984,0.9694681763648987
155,6.16,2,80.86444091796875,,0.0,,3,False,0.6849802136421204,0.8963090777397156
155,6.16,1,94.27590942382812,-6.9317054748536755,0.0,0.31714762966767973,5,False,0.6686131954193115,0.9554736614227295
156,6.2,1,93.77938079833984,-12.358570098877072,0.0,0.728724932012619,5,False,0.6926513314247131,0.979091227054596
156,6.2,2,80.75363159179688,,0.0,,4,False,0.6556997299194336,0.9471212029457092
157,6.24,1,93.5945053100586,-10.905208587646396,0.0,0.6555544434085296,5,False,0.7048332095146179,0.9583295583724976
157,6.24,2,80.48918914794922,-12.122707366943514,0.0,0.7978145678148425,5,False,0.6513158679008484,0.9016904830932617
158,6.28,1,92.23039245605469,-10.094776153564563,0.0,0.6651648957769136,5,False,0.6775652170181274,0.9633867740631104
158,6.28,2,77.49884796142578,-19.768085479736555,0.0,0.6753261161793928,5,False,0.6731059551239014,0.871282696723938
159,6.32,1,94.21866607666016,-4.1586875915527965,0.0,0.10078195119156674,5,False,0.6802932620048523,0.9388620853424072
159,6.32,2,78.77274322509766,-18.595447540283303,0.0,0.6293667235282792,5,False,0.6661563515663147,0.8463212847709656
160,6.36,1,94.74420166015625,6.3845062255858664,0.0,0.18446150861719146,5,False,0.6654247641563416,0.9700039625167847
160,6.36,2,74.61467742919922,-34.98588562011744,0.0,0.777748118082215,5,False,0.6595911383628845,0.8575364947319031
161,6.4,1,96.39773559570312,20.300674438476477,0.0,0.7040498342361742,5,False,0.675297200679779,0.9666703343391418
161,6.4,2,73.70658874511719,-41.123428344726655,0.0,0.8429108010258629,5,False,0.6029233932495117,0.9241254925727844
162,6.44,1,96.91280364990234,28.859729766845767,3.3580634480242555,0.9580343642025758,5,False,0.6600021719932556,0.968482255935669
162,6.44,2,73.62118530273438,-32.05369949340837,0.0,0.7426938589004504,5,False,0.61288982629776,0.9283088445663452
163,6.48,1,96.22315216064453,15.443935394287045,0.0,0.7147439081641398,5,False,0.6508833169937134,0.9385313391685486
163,6.48,2,69.19163513183594,-50.38927078247075,0.0,0.8735650166847908,5,False,0.600243866443634,0.840110182762146
164,6.52,1,96.25148010253906,7.099933624267466,0.0,0.30720540901292737,5,False,0.6558537483215332,0.937501847743988
164,6.52,2,68.50302124023438,-41.845664978027294,0.0,0.8629453841400647,5,False,0.5912868976593018,0.8822824358940125
165,6.56,1,97.16007995605469,2.158412933349457,0.0,0.10420393737034073,5,False,0.6324989795684814,0.9318418502807617
165,6.56,2,68.49134826660156,-38.87161254882817,0.0,0.8180601264531189,5,False,0.606507420539856,0.8238221406936646
166,6.6,1,96.3304443359375,-0.5694770812990028,0.0,0.006967749442936544,5,False,0.635321319103241,0.9031677842140198
166,6.6,2,67.50807189941406,-32.31628417968763,0.0,0.7248741457518728,5,False,0.5996963381767273,0.7925500869750977
167,6.64,1,96.14994049072266,-0.16864776611337487,0.0,0.0006540538543674534,5,False,0.6420095562934875,0.8869003057479858
167,6.64,2,65.10884094238281,-22.901344299316538,0.0,0.8203969237906893,5,False,0.5551083087921143,0.8647818565368652
168,6.68,1,94.85981750488281,-9.48366165161134,0.0,0.5275663067152676,5,False,0.6603432297706604,0.8940876126289368
168,6.68,2,64.46348571777344,-28.653945922851538,0.0,0.9009823018377511,5,False,0.5701923966407776,0.8757556676864624
169,6.72,1,98.48710632324219,2.958564758300576,0.0,0.019510209441625292,5,False,0.6438948512077332,0.8750532269477844
169,6.72,2,65.19287109375,-24.103851318359364,0.0,0.7637979641530914,5,False,0.5699582099914551,0.8431149125099182
170,6.76,1,97.25578308105469,10.469608306884773,0.0,0.240468048701316,5,False,0.6340190768241882,0.9315458536148071
170,6.76,2,64.60630798339844,-14.298744201660096,0.0,0.5384135301505755,5,False,0.5564789772033691,0.8543633818626404
171,6.8,1,99.80709838867188,24.275703430175664,0.0,0.6297250396111855,5,False,0.5979145765304565,0.9439101219177246
171,6.8,2,63.47187805175781,-7.827758789062605,0.0,0.5168483134563948,5,False,0.5001641511917114,0.8771837949752808
172,6.84,1,102.20803833007812,40.04108428955064,2.552579185692805,0.847895662222682,5,False,0.5802780389785767,0.9543043971061707
172,6.84,2,62.167083740234375,-15.784492492675838,0.0,0.706567404921802,5,False,0.48571866750717163,0.8586965799331665
173,6.88,1,102.31292724609375,31.509742736816275,0.0,0.7910933663581029,5,False,0.5812159776687622,0.9737268686294556
173,6.88,2,63.51316452026367,-14.496593475341813,0.0,0.6173992616144078,5,False,0.5188363194465637,0.9107311367988586
174,6.92,1,101.90497589111328,29.510536193847614,0.0,0.7338461847274909,5,False,0.5859425067901611,0.9715378880500793
174,6.92,2,60.39064407348633,-20.975103378295877,0.0,0.675301478213271,5,False,0.4819876253604889,0.8596448302268982
175,6.96,1,102.04582214355469,10.435962677001859,0.0,0.3988724985588883,5,False,0.5590093731880188,0.9337580800056458
175,6.96,2,60.34446716308594,-20.078153610229567,0.0,0.6573513213856494,5,False,0.4813457131385803,0.898574948310852
176,7.0,1,100.64635467529297,-8.47618103027365,0.0,0.6284521781634803,5,False,0.6295134425163269,0.8749721646308899
176,7.0,2,59.7578125,-19.968099594116115,0.0,0.6545272932604914,5,False,0.4553096294403076,0.7737197875976562
177,7.04,1,99.13616180419922,-19.030380249023505,0.0,0.8258327675981427,5,False,0.6250858306884766,0.9015330076217651
177,7.04,2,60.146629333496094,-18.41475486755385,0.0,0.5868914005637831,5,False,0.4495996832847595,0.9356217384338379
178,7.08,1,99.98760223388672,-16.861019134521523,0.0,0.7325486581237284,5,False,0.6285526156425476,0.889133095741272
178,7.08,2,60.421199798583984,-0.3418159484863161,0.0,0.006153721876098084,5,False,0.46544891595840454,0.7534162402153015
179,7.12,1,100.499755859375,-9.377212524414261,0.0,0.31079666239987924,5,False,0.6548448801040649,0.9364928603172302
179,7.12,2,58.91392517089844,-5.494241714477612,0.0,0.3175092454248015,5,False,0.47817856073379517,0.9151459336280823
180,7.16,1,102.4911117553711,12.63277053832995,0.0,0.4189368282479178,5,False,0.6204525828361511,0.8532406091690063
180,7.16,2,57.790489196777344,-12.918376922607466,0.0,0.5862090689407569,5,False,0.46960151195526123,0.7000745534896851
181,7.2,1,101.21661376953125,16.661033630371232,0.0,0.687266344928052,5,False,0.6427227258682251,0.9363818168640137
181,7.2,2,56.5770149230957,-24.424848556518633,0.0,0.9168433015598009,5,False,0.4171001613140106,0.9573796391487122
182,7.24,1,100.33409881591797,3.5246276855469594,0.0,0.050389648743871196,5,False,0.6495885848999023,0.9674915075302124
182,7.24,2,56.888153076171875,-23.50750923156741,0.0,0.8901602041693727,5,False,0.451780766248703,0.8428081274032593
183,7.28,1,100.41555786132812,-5.8135223388675055,0.0,0.16360616818350338,5,False,0.6242960095405579,0.9874071478843689
183,7.28,2,55.62420654296875,-18.704433441162337,0.0,0.8961763301079941,5,False,0.40699565410614014,0.9271997809410095
184,7.32,1,100.84625244140625,-10.226936340332045,0.0,0.5467818875222183,5,False,0.6326467990875244,0.9603456854820251
184,7.32,2,56.34123992919922,-9.628267288207898,0.0,0.5908970997864246,5,False,0.40212056040763855,0.8559025526046753
185,7.36,1,101.81098937988281,4.252262115478279,0.0,0.19483156429078652,5,False,0.6202001571655273,0.960975706577301
186,7.4,1,98.0960693359375,-7.7015686035158355,0.0,0.12732961653088104,5,False,0.621669352054596,0.926266074180603
187,7.44,1,98.40437316894531,-16.931381225585834,0.0,0.44518267346758955,5,False,0.6171770691871643,0.9494853615760803
188,7.48,1,98.83979034423828,-18.54885101318373,0.0,0.5139600443265553,5,False,0.6429420113563538,0.9357080459594727
189,7.52,1,102.64938354492188,6.051273345947282,0.0,0.032900137083160086,5,False,0.6069287657737732,0.9057515263557434
190,7.56,1,101.82429504394531,29.25365447998012,0.0,0.7667635281411371,5,False,0.6388346552848816,0.9554213285446167
191,7.6,1,100.73707580566406,19.12477493286118,0.0,0.43102010413781755,5,False,0.622312068939209,0.9668146967887878
192,7.64,1,100.34036254882812,2.7220916748043926,0.0,0.013953595455902468,5,False,0.6360328793525696,0.9480645060539246
193,7.68,1,101.16090393066406,-11.152229309081912,0.0,0.5951062187273264,5,False,0.6311740875244141,0.9278804659843445
194,7.72,1,100.40568542480469,-6.033477783203253,0.0,0.38667904771800554,5,False,0.6291925311088562,0.9396403431892395
195,7.76,1,101.60362243652344,4.496040344238082,0.0,0.2850848449242285,5,False,0.6319751739501953,0.9828099012374878
196,7.8,1,100.20947265625,0.4523468017576307,0.0,0.0022182891213958777,5,False,0.6426999568939209,0.944774329662323
197,7.84,1,100.67982482910156,-2.895927429199533,0.0,0.10369569356575903,5,False,0.614748477935791,0.9034270644187927
198,7.88,1,102.30426025390625,7.183380126953135,0.0,0.26311247032473717,5,False,0.6026989817619324,0.9107396006584167
199,7.92,1,97.27723693847656,-16.39495849609384,0.0,0.28786464917864263,5,False,0.6084259152412415,0.8819342255592346
200,7.96,1,97.88037109375,-20.151977539062553,0.0,0.37824910625943453,5,False,0.5755882859230042,0.9305476546287537
201,8.0,1,100.162353515625,-13.647079467773658,0.0,0.17396569689647057,5,False,0.5834478139877319,0.8742783069610596
202,8.04,1,102.01904296875,5.7867050170897665,0.0,0.025161657837887264,5,False,0.5939410924911499,0.948440432548523
203,8.08,1,100.23265075683594,25.123748779296793,0.0,0.6785341885221904,5,False,0.5757219195365906,0.9426224231719971
204,8.12,1,97.09046936035156,-3.77376556396472,0.0,0.014469699599738428,5,False,0.6030884981155396,0.87920081615448
205,8.16,1,98.26351928710938,-21.81560516357436,0.0,0.5200813682706986,5,False,0.6172700524330139,0.9560428857803345
206,8.2,1,97.56709289550781,-27.182579040527393,0.0,0.7007867977192308,5,False,0.6322083473205566,0.9449930787086487
207,8.24,1,99.92451477050781,-0.34912109375006545,0.0,0.0002475630470817336,5,False,0.6303539276123047,0.9185956716537476
208,8.28,1,102.24880981445312,29.944190979003768,3.414645928692741,0.8128477298764691,5,False,0.6214986443519592,0.9544934034347534
209,8.32,1,100.10150146484375,20.894203186035043,0.0,0.5256022699420257,5,False,0.6373714208602905,0.9390519857406616
210,8.36,1,97.51121520996094,0.16307830810526822,0.0,2.6956675438949418e-05,5,False,0.6356289982795715,0.9610297679901123
211,8.4,1,97.91453552246094,-21.893882751464986,0.0,0.5267897758688234,5,False,0.6305164694786072,0.9830148220062256
212,8.44,1,98.72760772705078,-23.0734252929688,0.0,0.5761417493853134,5,False,0.6469782590866089,0.9755382537841797
213,8.48,1,99.43365478515625,-0.29825210571295907,0.0,0.00031444607228481303,5,False,0.6499142050743103,0.9870997071266174
214,8.52,1,98.20893096923828,7.286376953124934,0.0,0.3809987399746182,5,False,0.6477991342544556,0.9778046607971191
215,8.56,1,98.85455322265625,3.403396606445216,0.0,0.1328549516208838,5,False,0.6440160870552063,0.9888331890106201
216,8.6,1,99.2201919555664,1.0151672363281696,0.0,0.0184016053735091,5,False,0.646561324596405,0.9781243801116943
217,8.64,1,101.55143737792969,13.117065429687251,0.0,0.4325864979357038,5,False,0.6357687711715698,0.9550012946128845
218,8.68,1,101.90110778808594,25.203094482421637,4.043198261196011,0.9126927943041481,5,False,0.6341630220413208,0.9850283265113831
219,8.72,1,101.2771224975586,18.815135955810234,0.0,0.708070613583397,5,False,0.6453864574432373,0.9750310182571411
220,8.76,1,100.69398498535156,6.683177947998216,0.0,0.16135904389444589,5,False,0.6427825093269348,0.9738675355911255
221,8.8,1,101.6019058227539,-2.765464782714709,0.0,0.147741789364236,5,False,0.6282087564468384,0.9735223650932312
222,8.84,1,101.30278778076172,-2.1796417236327597,0.0,0.09443511802822813,5,False,0.6436132788658142,0.971973717212677
223,8.88,1,101.71983337402344,3.7355613708493856,0.0,0.3525159782968189,5,False,0.6195594072341919,0.9485159516334534
224,8.92,1,100.93388366699219,1.4943122863770797,0.0,0.04723057276320697,5,False,0.6274413466453552,0.970966100692749
225,8.96,1,99.62702941894531,-10.796642303466815,0.0,0.6533426688472502,5,False,0.6046533584594727,0.9613569974899292
226,9.0,1,97.65249633789062,-23.48346710205092,0.0,0.8116205587253842,5,False,0.6290135383605957,0.9408826231956482
227,9.04,1,99.92768859863281,-17.164192199707045,0.0,0.4971679156599559,5,False,0.6221351623535156,0.9640704989433289
228,9.08,1,100.42499542236328,-1.7927932739259342,0.0,0.00816715398088197,5,False,0.6252719759941101,0.9575251340866089
229,9.12,1,101.10014343261719,14.296817779540763,0.0,0.48632700586285926,5,False,0.6080634593963623,0.9263045191764832
230,9.16,1,101.25703430175781,20.953826904296783,4.832388602055031,0.8302990829044132,5,False,0.6222147941589355,0.9704259634017944
231,9.2,1,99.85954284667969,1.7393684387207349,0.0,0.028887966684346567,5,False,0.6207438111305237,0.9711385369300842
232,9.24,1,100.31006622314453,-3.6761474609375973,0.0,0.16084127518299995,5,False,0.6124736666679382,0.9752619862556458
233,9.28,1,98.95462799072266,-13.094997406006012,0.0,0.7706476162765032,5,False,0.5940272212028503,0.962404727935791
234,9.32,1,99.60694122314453,-10.512752532959063,0.0,0.6007891605285459,5,False,0.6054950952529907,0.8779942393302917
235,9.36,1,100.99130249023438,3.9009857177734406,0.0,0.10447923047097774,5,False,0.5865349769592285,0.9229846000671387
236,9.4,1,98.7313003540039,-2.8021430969239014,0.0,0.03548442959935094,5,False,0.5715291500091553,0.95052170753479
237,9.44,1,99.27778625488281,-0.5733108520509478,0.0,0.001657745180967618,5,False,0.6141177415847778,0.9710566401481628
238,9.48,1,97.93170166015625,-12.659988403320684,0.0,0.4978880367689229,5,False,0.6348845958709717,0.9340528845787048
239,9.52,1,99.02569580078125,-11.827030181884654,0.0,0.44116179176092396,5,False,0.6111552119255066,0.926771879196167
240,9.56,1,98.04078674316406,-4.082794189453297,0.0,0.18819547939721393,5,False,0.6404926180839539,0.9110212326049805
